sequence_name,country,adm1,lineage,sample_date,decimal_date,taxon_label,cluster
Wales/PHWC-28697/2020,UK,UK-WLS,B.1.1,2020-03-30,2020.24316939891,Wales/PHWC-28697/2020,B.1.1_DTA_MCC_1048
Wales/PHWC-286B5/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-286B5/2020,B.1.1_DTA_MCC_24
Wales/PHWC-286C4/2020,UK,UK-WLS,B.1.1.1,2020-04-03,2020.25409836066,Wales/PHWC-286C4/2020,B.1.1_DTA_MCC_47
Wales/PHWC-286F1/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-286F1/2020,B.1.1_DTA_MCC_182
Wales/PHWC-2870D/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-2870D/2020,B.1.1_DTA_MCC_583
Wales/PHWC-2871C/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-2871C/2020,B.1.1_DTA_MCC_583
Wales/PHWC-28776/2020,UK,UK-WLS,B.1.1.2,2020-03-31,2020.24590163934,Wales/PHWC-28776/2020,B.1.1_DTA_MCC_51
Wales/PHWC-287FE/2020,UK,UK-WLS,B.1.1.2,2020-04-01,2020.24863387978,Wales/PHWC-287FE/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2880A/2020,UK,UK-WLS,B.1.1.1,2020-04-01,2020.24863387978,Wales/PHWC-2880A/2020,B.1.1_DTA_MCC_47
Wales/PHWC-28882/2020,UK,UK-WLS,B.1.1.p11,2020-03-31,2020.24590163934,Wales/PHWC-28882/2020,B.1.1_DTA_MCC_371
Wales/PHWC-28891/2020,UK,UK-WLS,B.1.1,2020-03-31,2020.24590163934,Wales/PHWC-28891/2020,B.1.1_DTA_MCC_24
Wales/PHWC-28907/2020,UK,UK-WLS,B.1.1,2020-03-31,2020.24590163934,Wales/PHWC-28907/2020,B.1.1_DTA_MCC_347
Wales/PHWC-28943/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28943/2020,B.1.1_DTA_MCC_471
Wales/PHWC-2899E/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-2899E/2020,B.1.1_DTA_MCC_12
Wales/PHWC-289AD/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-289AD/2020,B.1.1_DTA_MCC_295
Wales/PHWC-28A13/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-28A13/2020,B.1.1_DTA_MCC_347
Wales/PHWC-28A40/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28A40/2020,B.1.1_DTA_MCC_1043
Wales/PHWC-28A5F/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28A5F/2020,B.1.1_DTA_MCC_623
Wales/PHWC-28A6E/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28A6E/2020,B.1.1_DTA_MCC_208
Wales/PHWC-28A8C/2020,UK,UK-WLS,B.1.1.p15,2020-04-03,2020.25409836066,Wales/PHWC-28A8C/2020,B.1.1_DTA_MCC_474
Wales/PHWC-28A9B/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-28A9B/2020,B.1.1_DTA_MCC_347
Wales/PHWC-28AAA/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-28AAA/2020,B.1.1_DTA_MCC_347
Wales/PHWC-28AB9/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-28AB9/2020,B.1.1_DTA_MCC_99
Wales/PHWC-28B01/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28B01/2020,B.1.1_DTA_MCC_119
Wales/PHWC-28B10/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28B10/2020,B.1.1_DTA_MCC_371
Wales/PHWC-28B4D/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-28B4D/2020,B.1.1_DTA_MCC_352
Wales/PHWC-28BC5/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-28BC5/2020,B.1.1_DTA_MCC_220
Wales/PHWC-28BD4/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-28BD4/2020,B.1.1_DTA_MCC_1049
Wales/PHWC-28BF2/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-28BF2/2020,B.1.1_DTA_MCC_239
Wales/PHWC-28C4A/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28C4A/2020,B.1.1_DTA_MCC_1029
Wales/PHWC-28C68/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-28C68/2020,B.1.1_DTA_MCC_163
Wales/PHWC-28C77/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28C77/2020,B.1.1_DTA_MCC_371
Wales/PHWC-28C86/2020,UK,UK-WLS,B.1.1.p11,2020-04-02,2020.25136612022,Wales/PHWC-28C86/2020,B.1.1_DTA_MCC_1050
Wales/PHWC-28C95/2020,UK,UK-WLS,B.1.1.2,2020-04-02,2020.25136612022,Wales/PHWC-28C95/2020,B.1.1_DTA_MCC_51
Wales/PHWC-28CA4/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28CA4/2020,B.1.1_DTA_MCC_178
Wales/PHWC-28CB3/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28CB3/2020,B.1.1_DTA_MCC_128
Wales/PHWC-28D29/2020,UK,UK-WLS,B.1.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28D29/2020,B.1.1_DTA_MCC_47
Wales/PHWC-28D83/2020,UK,UK-WLS,B.1.1.p11,2020-04-03,2020.25409836066,Wales/PHWC-28D83/2020,B.1.1_DTA_MCC_371
Wales/PHWC-28DB0/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-28DB0/2020,B.1.1_DTA_MCC_49
Wales/PHWC-28E08/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28E08/2020,B.1.1_DTA_MCC_191
Wales/PHWC-28E35/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28E35/2020,B.1.1_DTA_MCC_284
Wales/PHWC-28E44/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-28E44/2020,B.1.1_DTA_MCC_49
Wales/PHWC-28E71/2020,UK,UK-WLS,B.1.1.2,2020-04-03,2020.25409836066,Wales/PHWC-28E71/2020,B.1.1_DTA_MCC_51
Wales/PHWC-28EDB/2020,UK,UK-WLS,B.1.1.2,2020-04-03,2020.25409836066,Wales/PHWC-28EDB/2020,B.1.1_DTA_MCC_51
Wales/PHWC-28EF9/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-28EF9/2020,B.1.1_DTA_MCC_199
Wales/PHWC-28F32/2020,UK,UK-WLS,B.1.1.10,2020-04-03,2020.25409836066,Wales/PHWC-28F32/2020,B.1.1_DTA_MCC_40
Wales/PHWC-28F41/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-28F41/2020,B.1.1_DTA_MCC_46
Wales/PHWC-28F6F/2020,UK,UK-WLS,B.1.1.10,2020-04-03,2020.25409836066,Wales/PHWC-28F6F/2020,B.1.1_DTA_MCC_40
Wales/PHWC-28F9C/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-28F9C/2020,B.1.1_DTA_MCC_649
Wales/PHWC-28FBA/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-28FBA/2020,B.1.1_DTA_MCC_145
Wales/PHWC-28FC9/2020,UK,UK-WLS,B.1.1.1,2020-04-01,2020.24863387978,Wales/PHWC-28FC9/2020,B.1.1_DTA_MCC_47
Wales/PHWC-28FD8/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-28FD8/2020,B.1.1_DTA_MCC_79
Wales/PHWC-29001/2020,UK,UK-WLS,B.1.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29001/2020,B.1.1_DTA_MCC_47
Wales/PHWC-29010/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29010/2020,B.1.1_DTA_MCC_303
Wales/PHWC-29089/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29089/2020,B.1.1_DTA_MCC_1043
Wales/PHWC-290C5/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-290C5/2020,B.1.1_DTA_MCC_208
Wales/PHWC-290D4/2020,UK,UK-WLS,B.1.1.10,2020-04-03,2020.25409836066,Wales/PHWC-290D4/2020,B.1.1_DTA_MCC_40
Wales/PHWC-2912C/2020,UK,UK-WLS,B.1.1.10,2020-04-03,2020.25409836066,Wales/PHWC-2912C/2020,B.1.1_DTA_MCC_40
Wales/PHWC-2914A/2020,UK,UK-WLS,B.1.1.2,2020-04-03,2020.25409836066,Wales/PHWC-2914A/2020,B.1.1_DTA_MCC_51
Wales/PHWC-29195/2020,UK,UK-WLS,B.1.1.10,2020-04-03,2020.25409836066,Wales/PHWC-29195/2020,B.1.1_DTA_MCC_40
Wales/PHWC-291C2/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-291C2/2020,B.1.1_DTA_MCC_1029
Wales/PHWC-29229/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29229/2020,B.1.1_DTA_MCC_102
Wales/PHWC-29247/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29247/2020,B.1.1_DTA_MCC_352
Wales/PHWC-29265/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29265/2020,B.1.1_DTA_MCC_51
Wales/PHWC-29274/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29274/2020,B.1.1_DTA_MCC_191
Wales/PHWC-29292/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29292/2020,B.1.1_DTA_MCC_788
Wales/PHWC-292CF/2020,UK,UK-WLS,B.1.1.2,2020-04-02,2020.25136612022,Wales/PHWC-292CF/2020,B.1.1_DTA_MCC_51
Wales/PHWC-292DE/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-292DE/2020,B.1.1_DTA_MCC_9
Wales/PHWC-29317/2020,UK,UK-WLS,B.1.1.10,2020-04-03,2020.25409836066,Wales/PHWC-29317/2020,B.1.1_DTA_MCC_40
Wales/PHWC-293AE/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-293AE/2020,B.1.1_DTA_MCC_117
Wales/PHWC-293EA/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-293EA/2020,B.1.1_DTA_MCC_1051
Wales/PHWC-29432/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29432/2020,B.1.1_DTA_MCC_1052
Wales/PHWC-2947E/2020,UK,UK-WLS,B.1.1.2,2020-04-03,2020.25409836066,Wales/PHWC-2947E/2020,B.1.1_DTA_MCC_51
Wales/PHWC-294BA/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-294BA/2020,B.1.1_DTA_MCC_145
Wales/PHWC-29511/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29511/2020,B.1.1_DTA_MCC_316
Wales/PHWC-2954E/2020,UK,UK-WLS,B.1.1.1,2020-04-03,2020.25409836066,Wales/PHWC-2954E/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2955D/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-2955D/2020,B.1.1_DTA_MCC_316
Wales/PHWC-298EB/2020,UK,UK-WLS,B.1.1.10,2020-04-01,2020.24863387978,Wales/PHWC-298EB/2020,B.1.1_DTA_MCC_40
Wales/PHWC-29933/2020,UK,UK-WLS,B.1.1.2,2020-04-02,2020.25136612022,Wales/PHWC-29933/2020,B.1.1_DTA_MCC_51
Wales/PHWC-29B1F/2020,UK,UK-WLS,B.1.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29B1F/2020,B.1.1_DTA_MCC_47
Wales/PHWC-29B2E/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29B2E/2020,B.1.1_DTA_MCC_316
Wales/PHWC-29B3D/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29B3D/2020,B.1.1_DTA_MCC_788
Wales/PHWC-29B97/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-29B97/2020,B.1.1_DTA_MCC_9
Wales/PHWC-29BE2/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-29BE2/2020,B.1.1_DTA_MCC_1053
Wales/PHWC-29C1C/2020,UK,UK-WLS,B.1.1.2,2020-04-05,2020.25956284153,Wales/PHWC-29C1C/2020,B.1.1_DTA_MCC_51
Wales/PHWC-29C2B/2020,UK,UK-WLS,B.1.1.10,2020-04-05,2020.25956284153,Wales/PHWC-29C2B/2020,B.1.1_DTA_MCC_40
Wales/PHWC-29C3A/2020,UK,UK-WLS,B.1.1.10,2020-04-04,2020.25683060109,Wales/PHWC-29C3A/2020,B.1.1_DTA_MCC_40
Wales/PHWC-29C49/2020,UK,UK-WLS,B.1.1.10,2020-04-05,2020.25956284153,Wales/PHWC-29C49/2020,B.1.1_DTA_MCC_40
Wales/PHWC-29C58/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-29C58/2020,B.1.1_DTA_MCC_347
Wales/PHWC-29C76/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-29C76/2020,B.1.1_DTA_MCC_46
Wales/PHWC-29C85/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-29C85/2020,B.1.1_DTA_MCC_98
Wales/PHWC-29CA3/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-29CA3/2020,B.1.1_DTA_MCC_303
Wales/PHWC-29CB2/2020,UK,UK-WLS,B.1.1.10,2020-04-05,2020.25956284153,Wales/PHWC-29CB2/2020,B.1.1_DTA_MCC_40
Wales/PHWC-29D19/2020,UK,UK-WLS,B.1.1.2,2020-04-02,2020.25136612022,Wales/PHWC-29D19/2020,B.1.1_DTA_MCC_51
Wales/PHWC-29D28/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29D28/2020,B.1.1_DTA_MCC_352
Wales/PHWC-29D46/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29D46/2020,B.1.1_DTA_MCC_303
Wales/PHWC-29D55/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-29D55/2020,B.1.1_DTA_MCC_291
Wales/PHWC-29D64/2020,UK,UK-WLS,B.1.1.2,2020-04-04,2020.25683060109,Wales/PHWC-29D64/2020,B.1.1_DTA_MCC_51
Wales/PHWC-29D91/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-29D91/2020,B.1.1_DTA_MCC_98
Wales/PHWC-29DCE/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-29DCE/2020,B.1.1_DTA_MCC_882
Wales/PHWC-29E25/2020,UK,UK-WLS,B.1.1.10,2020-04-04,2020.25683060109,Wales/PHWC-29E25/2020,B.1.1_DTA_MCC_40
Wales/PHWC-29E34/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-29E34/2020,B.1.1_DTA_MCC_578
Wales/PHWC-29E70/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-29E70/2020,B.1.1_DTA_MCC_703
Wales/PHWC-29E8F/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-29E8F/2020,B.1.1_DTA_MCC_703
Wales/PHWC-29EF8/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29EF8/2020,B.1.1_DTA_MCC_882
Wales/PHWC-29F04/2020,UK,UK-WLS,B.1.1.2,2020-04-02,2020.25136612022,Wales/PHWC-29F04/2020,B.1.1_DTA_MCC_51
Wales/PHWC-29F9B/2020,UK,UK-WLS,B.1.1,2020-04-02,2020.25136612022,Wales/PHWC-29F9B/2020,B.1.1_DTA_MCC_24
Wales/PHWC-29FAA/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29FAA/2020,B.1.1_DTA_MCC_316
Wales/PHWC-29FB9/2020,UK,UK-WLS,B.1.1.10,2020-04-03,2020.25409836066,Wales/PHWC-29FB9/2020,B.1.1_DTA_MCC_40
Wales/PHWC-29FF5/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-29FF5/2020,B.1.1_DTA_MCC_349
Wales/PHWC-2A000/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-2A000/2020,B.1.1_DTA_MCC_375
Wales/PHWC-2A03D/2020,UK,UK-WLS,B.1.1.1,2020-04-03,2020.25409836066,Wales/PHWC-2A03D/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A088/2020,UK,UK-WLS,B.1.1.1,2020-04-04,2020.25683060109,Wales/PHWC-2A088/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A0A6/2020,UK,UK-WLS,B.1.1.1,2020-04-04,2020.25683060109,Wales/PHWC-2A0A6/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A0B5/2020,UK,UK-WLS,B.1.1.1,2020-04-04,2020.25683060109,Wales/PHWC-2A0B5/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A0E2/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-2A0E2/2020,B.1.1_DTA_MCC_316
Wales/PHWC-2A12B/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-2A12B/2020,B.1.1_DTA_MCC_1047
Wales/PHWC-2A194/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-2A194/2020,B.1.1_DTA_MCC_316
Wales/PHWC-2A1A3/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-2A1A3/2020,B.1.1_DTA_MCC_316
Wales/PHWC-2A1D0/2020,UK,UK-WLS,B.1.1,2020-04-03,2020.25409836066,Wales/PHWC-2A1D0/2020,B.1.1_DTA_MCC_347
Wales/PHWC-2A228/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-2A228/2020,B.1.1_DTA_MCC_57
Wales/PHWC-2A237/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-2A237/2020,B.1.1_DTA_MCC_182
Wales/PHWC-2A246/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-2A246/2020,B.1.1_DTA_MCC_423
Wales/PHWC-2A282/2020,UK,UK-WLS,B.1.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2A282/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A2CE/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2A2CE/2020,B.1.1_DTA_MCC_410
Wales/PHWC-2A2EC/2020,UK,UK-WLS,B.1.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2A2EC/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A370/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-2A370/2020,B.1.1_DTA_MCC_220
Wales/PHWC-2A3DA/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2A3DA/2020,B.1.1_DTA_MCC_49
Wales/PHWC-2A422/2020,UK,UK-WLS,B.1.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2A422/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A440/2020,UK,UK-WLS,B.1.1,2020-04-01,2020.24863387978,Wales/PHWC-2A440/2020,B.1.1_DTA_MCC_208
Wales/PHWC-2A49B/2020,UK,UK-WLS,B.1.1.2,2020-04-05,2020.25956284153,Wales/PHWC-2A49B/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A4B9/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2A4B9/2020,B.1.1_DTA_MCC_57
Wales/PHWC-2A4C8/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2A4C8/2020,B.1.1_DTA_MCC_9
Wales/PHWC-2A57A/2020,UK,UK-WLS,B.1.1.2,2020-04-07,2020.2650273224,Wales/PHWC-2A57A/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A5B6/2020,UK,UK-WLS,B.1.1,2020-04-05,2020.25956284153,Wales/PHWC-2A5B6/2020,B.1.1_DTA_MCC_763
Wales/PHWC-2A60E/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2A60E/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A61D/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2A61D/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A62C/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2A62C/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A64A/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2A64A/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A659/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2A659/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A6B3/2020,UK,UK-WLS,B.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2A6B3/2020,B.1.1_DTA_MCC_49
Wales/PHWC-2A6E0/2020,UK,UK-WLS,B.1.1.10,2020-04-05,2020.25956284153,Wales/PHWC-2A6E0/2020,B.1.1_DTA_MCC_40
Wales/PHWC-2A747/2020,UK,UK-WLS,B.1.1,2020-04-04,2020.25683060109,Wales/PHWC-2A747/2020,B.1.1_DTA_MCC_530
Wales/PHWC-2A756/2020,UK,UK-WLS,B.1.1.1,2020-04-05,2020.25956284153,Wales/PHWC-2A756/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A7ED/2020,UK,UK-WLS,B.1.1,2020-04-08,2020.26775956284,Wales/PHWC-2A7ED/2020,B.1.1_DTA_MCC_49
Wales/PHWC-2A826/2020,UK,UK-WLS,B.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2A826/2020,B.1.1_DTA_MCC_347
Wales/PHWC-2A853/2020,UK,UK-WLS,B.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2A853/2020,B.1.1_DTA_MCC_179
Wales/PHWC-2A862/2020,UK,UK-WLS,B.1.1.2,2020-04-07,2020.2650273224,Wales/PHWC-2A862/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A871/2020,UK,UK-WLS,B.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2A871/2020,B.1.1_DTA_MCC_210
Wales/PHWC-2A89F/2020,UK,UK-WLS,B.1.1.2,2020-04-08,2020.26775956284,Wales/PHWC-2A89F/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2A8CC/2020,UK,UK-WLS,B.1.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2A8CC/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A8DB/2020,UK,UK-WLS,B.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2A8DB/2020,B.1.1_DTA_MCC_9
Wales/PHWC-2A8F9/2020,UK,UK-WLS,B.1.1,2020-04-08,2020.26775956284,Wales/PHWC-2A8F9/2020,B.1.1_DTA_MCC_1029
Wales/PHWC-2A914/2020,UK,UK-WLS,B.1.1.1,2020-04-08,2020.26775956284,Wales/PHWC-2A914/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A923/2020,UK,UK-WLS,B.1.1.1,2020-04-08,2020.26775956284,Wales/PHWC-2A923/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A932/2020,UK,UK-WLS,B.1.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2A932/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A941/2020,UK,UK-WLS,B.1.1.1,2020-04-08,2020.26775956284,Wales/PHWC-2A941/2020,B.1.1_DTA_MCC_47
Wales/PHWC-2A96F/2020,UK,UK-WLS,B.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2A96F/2020,B.1.1_DTA_MCC_316
Wales/PHWC-2AA02/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2AA02/2020,B.1.1_DTA_MCC_316
Wales/PHWC-2AA11/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2AA11/2020,B.1.1_DTA_MCC_620
Wales/PHWC-2AA4E/2020,UK,UK-WLS,B.1.1.p11,2020-04-07,2020.2650273224,Wales/PHWC-2AA4E/2020,B.1.1_DTA_MCC_371
Wales/PHWC-2AA6C/2020,UK,UK-WLS,B.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2AA6C/2020,B.1.1_DTA_MCC_316
Wales/PHWC-2AAB7/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2AAB7/2020,B.1.1_DTA_MCC_76
Wales/PHWC-2AAC6/2020,UK,UK-WLS,B.1.1.2,2020-04-05,2020.25956284153,Wales/PHWC-2AAC6/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2AAD5/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2AAD5/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2AAE4/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2AAE4/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2AB1E/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2AB1E/2020,B.1.1_DTA_MCC_331
Wales/PHWC-2AB2D/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2AB2D/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2AB3C/2020,UK,UK-WLS,B.1.1.2,2020-04-06,2020.26229508197,Wales/PHWC-2AB3C/2020,B.1.1_DTA_MCC_51
Wales/PHWC-2AB87/2020,UK,UK-WLS,B.1.1,2020-04-07,2020.2650273224,Wales/PHWC-2AB87/2020,B.1.1_DTA_MCC_49
Wales/PHWC-2ABB4/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2ABB4/2020,B.1.1_DTA_MCC_98
Wales/PHWC-2AC84/2020,UK,UK-WLS,B.1.1,2020-04-06,2020.26229508197,Wales/PHWC-2AC84/2020,B.1.1_DTA_MCC_76
