Lineage,Number_of_sequences,Number_of_sequences_with_adm2,Number_adm2s,Earliest_sequence,Latest_sequence*,Days_between_earliest_and_latest_sequences*,Max_distance_between_sequences_km,Average_distance_between_sequences_km,Median_distance_between_sequences_km
B.1.pruned_DTA_MCC_288,14,13,6,25/03/2020,25/04/2020,31,540.6774219,217.2362021,101.8501998
B.1.pruned_DTA_MCC_304,14,14,5,06/04/2020,26/04/2020,20,138.2753314,59.41741489,75.4751495
B.1.pruned_DTA_MCC_640,14,14,1,21/03/2020,02/06/2020,73,0,0,0
B.1.X_DTA_MCC_119,14,14,2,16/04/2020,12/06/2020,57,60.47415977,31.8984579,60.47415977
A_DTA_MCC_51,13,13,4,15/03/2020,10/04/2020,26,38.69417466,7.220166163,0
B_DTA_MCC_241,13,13,2,08/04/2020,09/06/2020,62,134.2315377,20.6510058,0
B.1.1_DTA_MCC_128,13,10,5,12/03/2020,13/04/2020,32,487.8011721,205.4651633,130.8063845
B.1.1_DTA_MCC_191,13,10,8,23/03/2020,15/04/2020,23,371.5173188,182.1598124,186.7941698
B.1.1_DTA_MCC_307,13,12,6,25/03/2020,12/05/2020,48,487.0265201,241.3316345,264.8678442
B.1.1_DTA_MCC_309,13,8,6,21/03/2020,27/04/2020,37,546.5890778,169.1427232,75.4751495
B.1.1_DTA_MCC_512,13,13,4,14/05/2020,21/06/2020,38,171.8434381,70.74412345,71.13750558
B.1.1_DTA_MCC_589,13,13,4,26/03/2020,29/04/2020,34,551.0910264,170.3457746,60.86385107
B.1.pruned_DTA_MCC_82,13,11,7,12/03/2020,02/04/2020,21,584.2830071,301.5089453,369.7321968
B.1.pruned_DTA_MCC_307,13,12,5,08/04/2020,11/06/2020,64,500.1228123,169.3177047,39.11859204
B.1.pruned_DTA_MCC_496,13,2,1,13/04/2020,23/04/2020,10,0,0,0
B.1.pruned_DTA_MCC_652,13,13,1,03/04/2020,29/04/2020,26,0,0,0
B.1.pruned_DTA_MCC_712,13,13,5,23/03/2020,27/05/2020,65,83.8447879,28.7554731,26.90443534
B.1.pruned_DTA_MCC_840,13,12,3,24/03/2020,01/05/2020,38,172.9489324,32.90843249,0
B.1.X_DTA_MCC_18,13,9,7,22/03/2020,17/04/2020,26,262.6262035,128.2808882,137.1939723
B_DTA_MCC_9,12,12,2,27/02/2020,02/04/2020,35,35.7078237,5.951303951,0
B_DTA_MCC_57,12,11,4,08/03/2020,24/04/2020,47,255.3962599,138.9015975,142.9648431
B.1.1_DTA_MCC_134,12,10,4,14/03/2020,29/04/2020,46,498.3968624,116.7804421,35.7078237
B.1.1_DTA_MCC_342,12,10,2,05/05/2020,16/05/2020,11,38.7117188,13.76416669,0
B.1.1_DTA_MCC_486,12,11,2,30/03/2020,01/05/2020,32,80.24274299,14.58958963,0
B.1.1_DTA_MCC_504,12,9,5,08/04/2020,11/05/2020,33,351.0909893,159.3642498,153.0347553
B.1.1_DTA_MCC_826,12,4,1,20/03/2020,16/04/2020,27,0,0,0
B.1.1_DTA_MCC_1002,12,12,2,31/03/2020,02/05/2020,32,14.21421548,2.369035914,0
B.1.pruned_DTA_MCC_87,12,8,4,12/03/2020,17/04/2020,36,368.3532263,159.5917848,115.9255521
B.1.pruned_DTA_MCC_104,12,11,1,18/03/2020,30/04/2020,43,0,0,0
B.1.pruned_DTA_MCC_166,12,3,1,13/03/2020,02/04/2020,20,0,0,0
B.1.pruned_DTA_MCC_227,12,12,6,29/03/2020,08/06/2020,71,480.7001398,210.1743307,216.7927481
B.1.pruned_DTA_MCC_242,12,12,3,04/04/2020,30/04/2020,26,127.2689436,30.33781222,0
B.1.pruned_DTA_MCC_303,12,11,1,29/03/2020,14/05/2020,46,0,0,0
B.1.pruned_DTA_MCC_524,12,12,4,25/03/2020,04/05/2020,40,200.8663861,44.93750541,16.51394311
B.1.X_DTA_MCC_334,12,12,3,30/03/2020,15/05/2020,46,121.8448472,30.44333551,0
B_DTA_MCC_116,11,10,5,20/03/2020,27/05/2020,68,519.7198023,215.2054125,246.7591631
B.1.1_DTA_MCC_2,11,11,1,28/02/2020,05/03/2020,6,0,0,0
B.1.1_DTA_MCC_60,11,9,6,06/03/2020,06/05/2020,61,126.6464163,74.03278984,73.57767127
B.1.1_DTA_MCC_107,11,11,3,11/03/2020,24/04/2020,44,262.4214524,128.0289009,181.233961
B.1.1_DTA_MCC_200,11,9,3,22/03/2020,15/04/2020,24,234.0811663,76.32603025,56.97509324
B.1.1_DTA_MCC_229,11,4,4,02/03/2020,05/04/2020,34,268.4608017,168.2421256,202.9314497
B.1.1_DTA_MCC_242,11,10,2,27/03/2020,17/06/2020,82,56.97509324,11.39501865,0
B.1.1_DTA_MCC_292,11,11,9,25/03/2020,10/05/2020,46,568.226669,236.480459,243.2840538
B.1.1_DTA_MCC_378,11,10,8,24/03/2020,17/04/2020,24,492.3399449,241.165,262.8567727
B.1.1_DTA_MCC_391,11,11,5,20/03/2020,22/04/2020,33,554.5921684,113.8860793,16.51394311
B.1.1_DTA_MCC_399,11,11,3,25/03/2020,06/05/2020,42,195.993422,57.09078388,0
B.1.1_DTA_MCC_469,11,9,5,02/04/2020,21/04/2020,19,157.1506327,63.87786475,36.73911064
B.1.1_DTA_MCC_477,11,11,3,10/04/2020,01/05/2020,21,128.0617108,38.0346007,46.78261621
B.1.1_DTA_MCC_481,11,10,3,03/04/2020,02/05/2020,29,94.5053918,39.78942915,56.97509324
B.1.1_DTA_MCC_595,11,10,9,03/04/2020,27/04/2020,24,551.0910264,226.8397777,240.3922925
B.1.1_DTA_MCC_610,11,9,3,02/04/2020,10/06/2020,69,64.52644968,29.81410828,36.73911064
B.1.1_DTA_MCC_698,11,11,2,27/04/2020,20/05/2020,23,116.6340406,21.2061892,0
B.1.pruned_DTA_MCC_19,11,10,6,01/03/2020,15/04/2020,45,358.4179273,197.0174659,261.7725238
B.1.pruned_DTA_MCC_633,11,11,1,29/03/2020,13/05/2020,45,0,0,0
B.1.pruned_DTA_MCC_702,11,11,3,17/03/2020,22/04/2020,36,102.3740798,23.8662904,14.21421548
B.1.X_DTA_MCC_73,11,6,3,27/03/2020,04/06/2020,69,115.2447307,71.34904973,86.5847377
B.1.X_DTA_MCC_229,11,11,2,19/04/2020,06/05/2020,17,46.78261621,15.3106744,0
B_DTA_MCC_19,10,10,2,28/02/2020,05/03/2020,6,37.85907033,20.19150418,37.85907033
B_DTA_MCC_26,10,9,5,02/03/2020,21/04/2020,50,454.5996532,132.5536512,56.97509324
B_DTA_MCC_88,10,5,4,16/03/2020,16/04/2020,31,331.1224293,199.1370356,299.3883893
B_DTA_MCC_107,10,10,4,12/03/2020,10/04/2020,29,220.9172753,72.82153076,80.24274299
B_DTA_MCC_167,10,9,4,11/03/2020,08/04/2020,28,539.6455565,160.941453,129.3305379
B_DTA_MCC_189,10,9,6,29/03/2020,10/05/2020,42,476.822146,208.9332003,168.1407172
B.1.1_DTA_MCC_16,10,10,8,04/03/2020,02/05/2020,59,644.771452,300.6079728,266.2809491
B.1.1_DTA_MCC_27,10,10,6,01/03/2020,23/03/2020,22,356.4499563,158.115546,145.0574066
B.1.1_DTA_MCC_235,10,7,5,06/03/2020,15/04/2020,40,286.0296911,151.1761836,145.0574066
B.1.1_DTA_MCC_266,10,8,4,23/03/2020,07/05/2020,45,301.5354329,139.4388653,116.1420442
B.1.1_DTA_MCC_281,10,7,5,29/03/2020,05/05/2020,37,279.1028235,114.9074202,80.24274299
B.1.1_DTA_MCC_291,10,7,6,27/03/2020,29/04/2020,33,294.8132811,126.2540616,80.51040067
B.1.1_DTA_MCC_321,10,9,2,03/04/2020,15/04/2020,12,35.7078237,17.85391185,17.85391185
B.1.1_DTA_MCC_370,10,6,4,31/03/2020,04/05/2020,34,224.952733,108.6780634,100.1102133
B.1.1_DTA_MCC_465,10,8,3,23/03/2020,16/06/2020,85,115.9255521,29.30789537,0
B.1.1_DTA_MCC_467,10,10,5,14/03/2020,27/04/2020,44,331.6613809,158.5452998,169.1334706
B.1.1_DTA_MCC_565,10,10,5,30/03/2020,20/04/2020,21,234.0811663,85.40140275,60.25067048
B.1.1_DTA_MCC_587,10,9,7,28/03/2020,23/04/2020,26,396.4789988,168.4001889,171.9034685
B.1.1_DTA_MCC_689,10,10,6,26/03/2020,19/05/2020,54,287.8171416,114.6375812,91.6466991
B.1.1_DTA_MCC_706,10,10,3,17/04/2020,04/06/2020,48,215.8379354,59.2275551,42.01451102
B.1.1_DTA_MCC_872,10,10,5,15/04/2020,11/06/2020,57,397.2003522,89.70400999,23.1791025
B.1.pruned_DTA_MCC_220,10,8,5,22/03/2020,25/04/2020,34,560.769209,166.4931846,106.1909116
B.1.pruned_DTA_MCC_449,10,10,2,07/04/2020,21/05/2020,44,105.9845609,37.68339941,0
B.1.pruned_DTA_MCC_587,10,10,3,22/03/2020,02/06/2020,72,382.4630832,204.0060057,352.2238676
B.1.pruned_DTA_MCC_844,10,9,5,05/04/2020,05/05/2020,30,54.47073328,23.05737383,18.77495067
B.1.X_DTA_MCC_284,10,10,2,17/04/2020,30/04/2020,13,265.9723625,53.1944725,0
B_DTA_MCC_95,9,7,5,17/03/2020,01/05/2020,45,556.6651849,297.7264505,393.7206587
B.1.1_DTA_MCC_6,9,9,2,27/02/2020,05/03/2020,7,136.6498647,68.32493233,68.32493233
B.1.1_DTA_MCC_65,9,9,6,08/03/2020,21/05/2020,74,360.8910245,157.8301146,191.8373042
B.1.1_DTA_MCC_126,9,7,2,12/03/2020,08/06/2020,88,172.4337258,49.2667788,0
B.1.1_DTA_MCC_195,9,4,3,24/03/2020,08/04/2020,15,157.7823228,86.6361739,90.50868013
B.1.1_DTA_MCC_214,9,6,5,18/03/2020,22/04/2020,35,550.0513579,268.9130226,225.3402212
B.1.1_DTA_MCC_400,9,7,3,26/03/2020,06/05/2020,41,350.0286106,187.2374988,303.3396897
B.1.1_DTA_MCC_401,9,7,3,26/03/2020,10/04/2020,15,94.5053918,44.31979844,56.97509324
B.1.1_DTA_MCC_413,9,8,4,29/03/2020,04/05/2020,36,264.0278956,103.4718543,115.0847613
B.1.1_DTA_MCC_434,9,9,3,31/03/2020,14/05/2020,44,115.0847613,35.39252734,0
B.1.1_DTA_MCC_493,9,9,2,05/04/2020,12/05/2020,37,80.24274299,31.20551116,0
B.1.1_DTA_MCC_582,9,7,5,31/03/2020,05/05/2020,35,320.5302029,178.6379106,198.4315943
B.1.1_DTA_MCC_649,9,8,4,01/04/2020,03/05/2020,32,521.4932844,241.2559514,305.6277241
B.1.1_DTA_MCC_882,9,8,5,26/03/2020,21/04/2020,26,475.6175977,135.1875068,26.39448637
B.1.pruned_DTA_MCC_88,9,6,4,12/03/2020,25/05/2020,74,305.6304423,118.0841578,56.41931885
B.1.pruned_DTA_MCC_108,9,7,4,19/03/2020,30/04/2020,42,375.5836932,213.6026585,324.8412696
B.1.pruned_DTA_MCC_150,9,2,1,23/03/2020,05/05/2020,43,0,0,0
B.1.pruned_DTA_MCC_405,9,9,3,26/03/2020,17/04/2020,22,556.6651849,309.4501993,287.4433956
B.1.pruned_DTA_MCC_471,9,9,4,23/03/2020,27/05/2020,65,205.858766,81.98391728,36.01371844
B.1.pruned_DTA_MCC_522,9,9,1,26/03/2020,05/04/2020,10,0,0,0
B.1.pruned_DTA_MCC_526,9,9,2,21/03/2020,20/04/2020,30,152.3059649,33.84576997,0
B.1.pruned_DTA_MCC_533,9,9,6,31/03/2020,13/04/2020,13,483.775204,205.4627658,94.75779988
B.1.pruned_DTA_MCC_557,9,9,1,08/04/2020,21/05/2020,43,0,0,0
B.1.pruned_DTA_MCC_639,9,9,1,04/06/2020,06/06/2020,2,0,0,0
B.1.pruned_DTA_MCC_783,9,8,2,30/03/2020,04/06/2020,66,462.7824238,115.6956059,0
B.1.pruned_DTA_MCC_858,9,8,3,25/03/2020,27/04/2020,33,63.53237743,16.20454278,0
B.1.pruned_DTA_MCC_917,9,8,4,07/04/2020,15/04/2020,8,54.47073328,21.72000736,13.62658103
B.1.X_DTA_MCC_125,9,8,2,23/03/2020,14/04/2020,22,34.08567198,8.521417994,0
B.1.X_DTA_MCC_242,9,6,2,04/04/2020,24/04/2020,20,93.851175,31.283725,0
B_DTA_MCC_21,8,8,1,01/03/2020,08/03/2020,7,0,0,0
B_DTA_MCC_139,8,5,3,23/03/2020,20/04/2020,28,633.9623208,291.6269322,136.9690552
B_DTA_MCC_155,8,8,4,22/03/2020,03/05/2020,42,556.6651849,317.5948512,404.3084588
B_DTA_MCC_171,8,6,5,23/03/2020,28/04/2020,36,550.0513579,340.3987604,359.5005888
B_DTA_MCC_305,8,8,5,23/03/2020,08/04/2020,16,384.6106658,244.784435,305.0114213
B_DTA_MCC_333,8,8,1,20/04/2020,01/05/2020,11,0,0,0
B.1.1_DTA_MCC_136,8,7,6,12/03/2020,14/04/2020,33,610.9966669,335.5162618,406.3235643
B.1.1_DTA_MCC_164,8,8,3,21/03/2020,17/04/2020,27,286.0296911,72.16689132,0
B.1.1_DTA_MCC_211,8,3,2,23/03/2020,18/04/2020,26,35.7078237,23.8052158,35.7078237
B.1.1_DTA_MCC_244,8,6,5,26/03/2020,09/04/2020,14,442.1231848,213.3629367,216.1269426
B.1.1_DTA_MCC_308,8,6,6,01/04/2020,22/04/2020,21,215.4829917,122.9034781,129.3305379
B.1.1_DTA_MCC_339,8,7,4,03/04/2020,29/04/2020,26,262.6262035,167.5926616,224.952733
B.1.1_DTA_MCC_374,8,8,7,02/04/2020,18/06/2020,77,337.003195,167.2761573,176.995517
B.1.1_DTA_MCC_449,8,8,3,02/04/2020,16/04/2020,14,94.5053918,34.72222026,0
B.1.1_DTA_MCC_483,8,8,3,08/04/2020,12/05/2020,34,56.97509324,35.38530003,56.41931885
B.1.1_DTA_MCC_502,8,8,2,29/04/2020,01/05/2020,2,60.25067048,34.42895456,60.25067048
B.1.1_DTA_MCC_514,8,5,5,19/04/2020,04/06/2020,46,337.003195,223.6156073,247.4778752
B.1.1_DTA_MCC_515,8,8,7,02/05/2020,19/06/2020,48,363.5315179,175.5284624,175.1740144
B.1.1_DTA_MCC_535,8,8,4,18/03/2020,16/04/2020,29,316.794986,135.7041569,56.97509324
B.1.1_DTA_MCC_579,8,7,1,02/04/2020,22/04/2020,20,0,0,0
B.1.1_DTA_MCC_624,8,8,5,20/03/2020,27/04/2020,38,543.42058,254.8522145,181.338441
B.1.1_DTA_MCC_765,8,4,3,27/03/2020,15/04/2020,19,167.2033292,86.39773624,87.79577205
B.1.1_DTA_MCC_880,8,8,2,09/04/2020,14/05/2020,35,68.2253355,36.54928687,68.2253355
B.1.1_DTA_MCC_1058,8,7,2,03/04/2020,28/04/2020,25,172.9489324,49.41398069,0
B.1.pruned_DTA_MCC_153,8,7,3,24/03/2020,23/04/2020,30,556.6651849,164.834671,16.51394311
B.1.pruned_DTA_MCC_250,8,8,4,27/03/2020,17/04/2020,21,279.1028235,124.6300392,56.97509324
B.1.pruned_DTA_MCC_459,8,7,2,03/04/2020,07/05/2020,34,184.0570459,87.64621233,0
B.1.pruned_DTA_MCC_584,8,8,3,04/04/2020,27/04/2020,23,356.4944868,89.34855772,0
B.1.pruned_DTA_MCC_632,8,8,2,28/02/2020,04/05/2020,66,198.8760985,49.71902462,0
B.1.pruned_DTA_MCC_723,8,7,7,01/04/2020,07/05/2020,36,494.8136659,285.593261,453.567089
B.1.pruned_DTA_MCC_838,8,8,3,04/04/2020,05/05/2020,31,36.01371844,14.06170041,15.28322694
B.1.pruned_DTA_MCC_841,8,8,5,26/03/2020,24/04/2020,29,113.8907653,47.51332374,45.85669312
B.1.pruned_DTA_MCC_850,8,7,3,10/04/2020,01/05/2020,21,173.8040825,55.37311532,15.35935324
B.1.pruned_DTA_MCC_851,8,8,1,11/04/2020,30/04/2020,19,0,0,0
B_DTA_MCC_128,7,5,5,21/03/2020,27/04/2020,37,329.9661623,230.4935893,238.334343
B_DTA_MCC_150,7,7,6,09/03/2020,04/04/2020,26,556.6651849,322.5405523,448.434345
B_DTA_MCC_154,7,7,7,21/03/2020,10/04/2020,20,522.0310977,267.3303956,290.8323768
B_DTA_MCC_242,7,7,4,28/03/2020,12/04/2020,15,390.5469321,132.9706291,101.6795109
B.1.1_DTA_MCC_91,7,7,3,09/03/2020,27/04/2020,49,289.0108468,149.4121193,123.4479388
B.1.1_DTA_MCC_223,7,4,4,25/03/2020,16/04/2020,22,472.3115508,309.7909992,294.3332182
B.1.1_DTA_MCC_239,7,7,6,23/03/2020,17/04/2020,25,507.849658,225.5130988,181.233961
B.1.1_DTA_MCC_247,7,5,4,27/03/2020,16/04/2020,20,296.7660251,143.7494974,94.5053918
B.1.1_DTA_MCC_248,7,5,4,23/03/2020,18/04/2020,26,372.3797038,195.8893201,216.2563803
B.1.1_DTA_MCC_293,7,3,3,31/03/2020,15/04/2020,15,316.794986,263.5880483,301.5354329
B.1.1_DTA_MCC_294,7,6,4,30/03/2020,23/04/2020,24,115.9255521,75.65807775,88.24746354
B.1.1_DTA_MCC_297,7,6,1,31/03/2020,14/04/2020,14,0,0,0
B.1.1_DTA_MCC_318,7,6,3,12/03/2020,22/04/2020,41,505.1799479,177.5246655,36.73911064
B.1.1_DTA_MCC_325,7,7,5,21/03/2020,22/04/2020,32,372.3797038,185.9026748,255.4644709
B.1.1_DTA_MCC_333,7,5,4,30/03/2020,28/04/2020,29,572.6614346,300.8502657,264.8678442
B.1.1_DTA_MCC_340,7,7,4,29/03/2020,29/04/2020,31,500.8814576,257.5643458,352.2350808
B.1.1_DTA_MCC_375,7,4,3,30/03/2020,01/05/2020,32,178.8400252,116.2501297,154.7348231
B.1.1_DTA_MCC_384,7,7,1,24/03/2020,29/04/2020,36,0,0,0
B.1.1_DTA_MCC_414,7,4,4,29/03/2020,27/04/2020,29,279.1028235,155.8020114,160.0438905
B.1.1_DTA_MCC_520,7,6,1,30/03/2020,14/04/2020,15,0,0,0
B.1.1_DTA_MCC_546,7,7,3,30/03/2020,01/05/2020,32,224.8225056,75.50084738,56.01211526
B.1.1_DTA_MCC_606,7,6,4,30/03/2020,05/05/2020,36,475.6175977,227.6568419,264.8678442
B.1.1_DTA_MCC_667,7,6,1,03/04/2020,02/05/2020,29,0,0,0
B.1.1_DTA_MCC_731,7,6,4,29/03/2020,27/04/2020,29,197.3065794,75.54810138,42.39032036
B.1.1_DTA_MCC_783,7,6,2,24/03/2020,18/05/2020,55,302.329628,100.7765427,0
B.1.1_DTA_MCC_822,7,3,2,02/04/2020,22/04/2020,20,33.53257546,22.35505031,33.53257546
B.1.1_DTA_MCC_1043,7,7,5,30/03/2020,17/04/2020,18,81.12543271,41.6545487,42.88402766
B.1.pruned_DTA_MCC_20,7,7,3,01/03/2020,07/03/2020,6,136.6498647,83.53119665,133.2465707
B.1.pruned_DTA_MCC_27,7,7,6,03/03/2020,06/04/2020,34,261.7725238,128.0426012,94.5053918
B.1.pruned_DTA_MCC_121,7,6,3,12/03/2020,07/04/2020,26,203.5794486,105.7807778,123.5146808
B.1.pruned_DTA_MCC_137,7,4,3,23/03/2020,03/04/2020,11,267.3050269,143.5816953,145.5861473
B.1.pruned_DTA_MCC_162,7,5,2,24/03/2020,14/04/2020,21,190.3375218,76.1350087,0
B.1.pruned_DTA_MCC_181,7,7,2,27/03/2020,01/05/2020,35,472.3115508,134.9461574,0
B.1.pruned_DTA_MCC_210,7,7,7,31/03/2020,24/04/2020,24,569.4102516,252.7521973,228.4677007
B.1.pruned_DTA_MCC_237,7,6,6,14/03/2020,24/04/2020,41,572.0604249,258.3256889,178.8400252
B.1.pruned_DTA_MCC_322,7,7,2,23/03/2020,07/05/2020,45,145.5953234,41.59866382,0
B.1.pruned_DTA_MCC_393,7,7,6,03/04/2020,26/04/2020,23,556.6651849,326.8937378,305.6277241
B.1.pruned_DTA_MCC_397,7,7,7,23/03/2020,06/05/2020,44,496.3168124,286.6698908,298.9526943
B.1.pruned_DTA_MCC_399,7,6,5,31/03/2020,21/04/2020,21,565.740148,302.3549174,488.7697001
B.1.pruned_DTA_MCC_523,7,7,2,28/03/2020,16/04/2020,19,167.2033292,47.77237979,0
B.1.pruned_DTA_MCC_689,7,5,5,10/03/2020,21/04/2020,42,661.4627752,307.2355485,166.3097309
B.1.pruned_DTA_MCC_691,7,7,3,24/03/2020,21/04/2020,28,78.60932208,27.85462928,42.54803892
B.1.pruned_DTA_MCC_705,7,7,2,18/03/2020,26/03/2020,8,16.51394311,9.436538919,16.51394311
B.1.pruned_DTA_MCC_713,7,7,4,12/04/2020,27/04/2020,15,38.69417466,16.40755267,17.26999897
B.1.pruned_DTA_MCC_866,7,7,5,31/03/2020,10/04/2020,10,90.89745884,52.34811042,63.53237743
B.1.X_DTA_MCC_48,7,7,3,05/04/2020,19/04/2020,14,128.0617108,41.52312877,25.27011789
B.1.X_DTA_MCC_101,7,7,2,16/04/2020,01/06/2020,46,46.14097701,13.18313629,0
B.1.X_DTA_MCC_102,7,1,1,31/03/2020,29/04/2020,29,NA,NA,NA
B.1.X_DTA_MCC_195,7,7,2,19/05/2020,04/06/2020,16,56.09174989,16.02621425,0
B.1.X_DTA_MCC_317,7,7,1,15/04/2020,26/04/2020,11,0,0,0
A_DTA_MCC_9,6,6,4,18/03/2020,30/03/2020,12,580.2706093,200.6629365,64.88438549
A_DTA_MCC_13,6,6,1,23/03/2020,03/06/2020,72,0,0,0
B_DTA_MCC_14,6,5,4,27/02/2020,21/04/2020,54,503.3321907,261.0514035,211.3922946
B_DTA_MCC_55,6,6,4,06/03/2020,27/05/2020,82,288.6764432,114.628024,44.56194555
B_DTA_MCC_77,6,3,3,12/03/2020,02/04/2020,21,558.8001137,373.6126295,467.532383
B_DTA_MCC_103,6,6,2,13/03/2020,05/04/2020,23,78.24284353,26.08094784,0
B_DTA_MCC_129,6,5,4,08/03/2020,02/04/2020,25,279.1028235,136.6691098,143.6600686
B_DTA_MCC_160,6,6,3,19/03/2020,24/04/2020,36,279.1028235,160.8119205,179.258413
B_DTA_MCC_346,6,6,4,08/04/2020,24/04/2020,16,81.12543271,31.10382926,31.27330922
B.1.1_DTA_MCC_45,6,6,2,04/03/2020,04/03/2020,0,42.39462584,22.61046711,42.39462584
B.1.1_DTA_MCC_120,6,6,5,13/03/2020,07/05/2020,55,492.1300142,245.2617627,226.7894488
B.1.1_DTA_MCC_142,6,5,5,17/03/2020,11/04/2020,25,564.8077011,324.8131936,289.1586995
B.1.1_DTA_MCC_197,6,4,2,23/03/2020,14/04/2020,22,224.952733,112.4763665,112.4763665
B.1.1_DTA_MCC_206,6,5,3,20/03/2020,17/04/2020,28,406.4283849,163.0423543,198.4315943
B.1.1_DTA_MCC_226,6,5,3,23/03/2020,28/04/2020,36,123.5146808,58.8848766,46.78261621
B.1.1_DTA_MCC_230,6,5,4,25/03/2020,19/04/2020,25,311.8590268,164.8141682,165.3948512
B.1.1_DTA_MCC_295,6,5,4,23/03/2020,08/04/2020,16,289.0108468,193.4095018,249.0892115
B.1.1_DTA_MCC_322,6,3,3,09/04/2020,21/04/2020,12,294.8132811,212.6060218,286.0296911
B.1.1_DTA_MCC_407,6,5,5,24/03/2020,23/04/2020,30,577.1512839,330.0009319,285.3615926
B.1.1_DTA_MCC_435,6,6,6,21/03/2020,14/04/2020,24,234.0811663,132.1108515,144.043152
B.1.1_DTA_MCC_450,6,6,4,31/03/2020,21/04/2020,21,556.6651849,245.2940667,228.8556706
B.1.1_DTA_MCC_458,6,6,4,04/04/2020,17/04/2020,13,294.8132811,131.4212283,126.5073497
B.1.1_DTA_MCC_462,6,6,4,03/04/2020,21/04/2020,18,115.9255521,73.94772136,88.24746354
B.1.1_DTA_MCC_473,6,4,3,01/04/2020,28/04/2020,27,296.5627776,226.6596957,262.4214524
B.1.1_DTA_MCC_482,6,5,4,10/04/2020,25/04/2020,15,521.257175,274.9408638,234.0811663
B.1.1_DTA_MCC_505,6,6,2,04/05/2020,21/05/2020,17,84.72883537,45.1887122,84.72883537
B.1.1_DTA_MCC_507,6,6,2,28/03/2020,18/05/2020,51,172.4337258,57.4779086,0
B.1.1_DTA_MCC_513,6,6,2,25/05/2020,02/06/2020,8,60.25067048,32.13369092,60.25067048
B.1.1_DTA_MCC_533,6,6,3,23/03/2020,10/04/2020,18,88.24746354,43.40767164,60.47415977
B.1.1_DTA_MCC_567,6,6,2,28/03/2020,04/04/2020,7,56.97509324,30.3867164,56.97509324
B.1.1_DTA_MCC_618,6,6,2,02/04/2020,02/05/2020,30,192.2889126,64.09630419,0
B.1.1_DTA_MCC_718,6,6,3,25/03/2020,02/06/2020,69,296.6800658,120.3220401,101.6795109
B.1.1_DTA_MCC_959,6,6,4,13/03/2020,31/03/2020,18,93.24684711,44.6259973,47.59271042
B.1.1_DTA_MCC_985,6,6,2,22/04/2020,27/05/2020,35,9.126343116,4.867382995,9.126343116
B.1.1_DTA_MCC_1018,6,0,0,11/04/2020,26/04/2020,15,NA,NA,NA
B.1.pruned_DTA_MCC_61,6,6,1,10/03/2020,16/04/2020,37,0,0,0
B.1.pruned_DTA_MCC_115,6,6,4,13/03/2020,25/03/2020,12,723.6863628,328.1403318,380.6681233
B.1.pruned_DTA_MCC_158,6,6,3,20/03/2020,10/04/2020,21,279.1028235,94.27739945,56.97509324
B.1.pruned_DTA_MCC_195,6,6,2,30/03/2020,20/04/2020,21,35.7078237,11.9026079,0
B.1.pruned_DTA_MCC_243,6,6,5,12/03/2020,09/04/2020,28,405.092594,226.6436334,219.557052
B.1.pruned_DTA_MCC_252,6,5,1,31/03/2020,14/04/2020,14,0,0,0
B.1.pruned_DTA_MCC_293,6,5,2,25/03/2020,19/04/2020,25,226.9526657,136.1715994,226.9526657
B.1.pruned_DTA_MCC_299,6,5,4,12/04/2020,25/04/2020,13,286.2430776,147.5347004,142.0819851
B.1.pruned_DTA_MCC_309,6,6,3,31/03/2020,20/04/2020,20,75.4751495,33.94051407,36.73911064
B.1.pruned_DTA_MCC_310,6,6,6,15/03/2020,22/04/2020,38,533.0334575,262.1282306,193.0339061
B.1.pruned_DTA_MCC_314,6,6,3,20/03/2020,27/04/2020,38,75.4751495,33.94051407,36.73911064
B.1.pruned_DTA_MCC_381,6,6,5,30/03/2020,15/04/2020,16,267.3050269,105.8338564,61.73440606
B.1.pruned_DTA_MCC_394,6,6,4,18/03/2020,12/04/2020,25,574.4557852,375.8776923,503.3321907
B.1.pruned_DTA_MCC_421,6,6,6,30/03/2020,29/04/2020,30,532.9773625,309.6401826,279.6160504
B.1.pruned_DTA_MCC_455,6,6,1,24/03/2020,29/04/2020,36,0,0,0
B.1.pruned_DTA_MCC_458,6,6,2,17/03/2020,17/04/2020,31,246.8139065,82.27130216,0
B.1.pruned_DTA_MCC_795,6,6,2,31/03/2020,24/04/2020,24,27.95141867,9.317139556,0
B.1.pruned_DTA_MCC_800,6,6,2,07/04/2020,21/04/2020,14,57.28204022,19.09401341,0
B.1.pruned_DTA_MCC_849,6,6,4,13/04/2020,07/05/2020,24,159.2833764,74.62395841,74.55095885
B.1.X_DTA_MCC_71,6,6,3,13/03/2020,09/04/2020,27,538.1865944,212.0789188,115.0847613
B.1.X_DTA_MCC_152,6,5,3,31/03/2020,15/04/2020,15,88.24746354,61.84142186,80.24274299
B.1.X_DTA_MCC_196,6,6,1,01/04/2020,14/04/2020,13,0,0,0
B.1.X_DTA_MCC_243,6,3,3,28/03/2020,08/04/2020,11,192.2889126,138.0396332,188.2974115
B.1.X_DTA_MCC_313,6,6,4,23/03/2020,18/04/2020,26,86.3463774,46.37962401,42.10849916
A_DTA_MCC_3,5,5,1,17/03/2020,25/03/2020,8,0,0,0
A_DTA_MCC_22,5,5,2,02/04/2020,27/04/2020,25,36.73911064,14.69564426,0
